transaction_id,amount,transaction_time,bank_code
101484170515,355.91,2026-01-08 22:00:00,014
101994567218,556.76,2026-01-03 22:00:00,008
101076663900,2159.15,2026-01-02 14:00:00,008
101354918207,8608.58,2026-01-01 18:00:00,008
102730711117,275.45,2026-01-06 21:00:00,008
103171671987,749.47,2026-01-08 21:00:00,008
103894106337,6292.52,2026-01-05 09:00:00,008
103176719716,2541.39,2026-01-05 06:00:00,008
101613980157,4732.72,2026-01-05 16:00:00,008
102531206484,8896.96,2026-01-09 03:00:00,008
101687151487,5475.74,2026-01-06 08:00:00,014
103924644964,4034.59,2026-01-09 15:00:00,008
103832993379,1363.48,2026-01-03 06:00:00,002
101107867215,14.48,2026-01-03 08:00:00,014
103094620436,281.42,2026-01-09 08:00:00,008
101545947798,2441.16,2026-01-06 10:00:00,008
104226149370,8077.31,2026-01-03 14:00:00,002
101168049212,2361.53,2026-01-04 20:00:00,014
101552223172,1859.96,2026-01-09 06:00:00,008
103590829176,3830.21,2026-01-05 14:00:00,002
101852920241,6168.58,2026-01-08 07:00:00,014
104278561218,9734.66,2026-01-03 01:00:00,002
103036997397,372.81,2026-01-09 20:00:00,008
102827379556,1256.28,2026-01-02 07:00:00,008
103216603701,285.58,2026-01-02 09:00:00,002
102220538805,9274.38,2026-01-07 07:00:00,008
101164522724,5543.31,2026-01-02 18:00:00,008
102978717090,7528.38,2026-01-09 15:00:00,002
103507425263,6917.91,2026-01-03 03:00:00,014
103396231500,4719.34,2026-01-04 08:00:00,014
104071839707,2015.89,2026-01-06 11:00:00,002
101898400809,160.78,2026-01-07 09:00:00,008
101910423072,3802.01,2026-01-06 02:00:00,008
103697794544,1796.86,2026-01-09 07:00:00,002
102635962202,2444.15,2026-01-09 02:00:00,008
101172311188,6942.21,2026-01-06 20:00:00,002
101747568521,3243.08,2026-01-01 15:00:00,014
103141280254,5418.93,2026-01-04 07:00:00,014
103740967838,1337.18,2026-01-10 09:00:00,008
103816146676,7396.34,2026-01-03 12:00:00,002
102597454114,1012.29,2026-01-06 02:00:00,014
102549614647,484.46,2026-01-05 05:00:00,008
101569520775,7312.64,2026-01-04 05:00:00,008
101818872611,2111.21,2026-01-05 15:00:00,008
101628140960,1186.66,2026-01-04 11:00:00,014
101636035155,8223.96,2026-01-06 19:00:00,014
102196644935,88.22,2026-01-05 22:00:00,002
101629441400,9126.32,2026-01-04 06:00:00,002
101169690496,4760.20,2026-01-01 19:00:00,008
102755861166,4461.51,2026-01-09 11:00:00,014
102346376278,402.46,2026-01-07 01:00:00,008
101657899776,8237.40,2026-01-06 18:00:00,014
101347827937,1676.07,2026-01-04 01:00:00,008
103024481064,9660.56,2026-01-07 18:00:00,014
102668071198,9131.49,2026-01-04 07:00:00,008
102418785786,8461.08,2026-01-02 17:00:00,008
103413574231,5806.25,2026-01-02 18:00:00,008
101322079174,5452.85,2026-01-06 01:00:00,014
101961668282,4067.28,2026-01-02 16:00:00,014
102629569849,1769.69,2026-01-01 18:00:00,008
103849139297,4997.33,2026-01-08 09:00:00,008
101447607767,271.18,2026-01-05 12:00:00,008
102568997622,2733.60,2026-01-05 12:00:00,008
102178700162,3501.61,2026-01-05 07:00:00,008
102908242499,8743.54,2026-01-03 00:00:00,002
101908760011,7969.29,2026-01-01 07:00:00,014
101517030622,5384.16,2026-01-08 05:00:00,014
102751346070,5797.46,2026-01-02 14:00:00,002
104162905194,7639.96,2026-01-09 09:00:00,008
101474030152,8497.36,2026-01-07 23:00:00,002
103599165131,3423.61,2026-01-09 10:00:00,008
102459358286,8073.79,2026-01-04 00:00:00,002
102853754851,2706.35,2026-01-08 15:00:00,008
101595855984,8709.99,2026-01-08 14:00:00,008
102107694281,4190.00,2026-01-02 06:00:00,008
103723250330,3876.04,2026-01-03 20:00:00,002
103062320360,3348.89,2026-01-07 02:00:00,014
103630465904,8618.98,2026-01-10 01:00:00,008
101573400769,2803.75,2026-01-04 08:00:00,014
102697064505,4405.20,2026-01-06 19:00:00,008
101539993193,4901.61,2026-01-09 09:00:00,002
101062244296,3534.13,2026-01-06 16:00:00,002
103644358250,4846.09,2026-01-09 22:00:00,014
102767653055,3327.17,2026-01-04 22:00:00,008
104075793391,7062.27,2026-01-08 21:00:00,008
102706256887,5143.51,2026-01-04 14:00:00,008
101623332495,9844.77,2026-01-07 07:00:00,008
103812615281,6069.65,2026-01-08 07:00:00,002
103011016697,3098.17,2026-01-01 23:00:00,014
101716688039,8839.60,2026-01-05 15:00:00,014
104252779883,9477.09,2026-01-10 15:00:00,008
102941744189,6843.08,2026-01-01 20:00:00,008
102259622881,3993.75,2026-01-07 09:00:00,014
102306261854,2361.77,2026-01-02 20:00:00,014
101083523188,3823.00,2026-01-03 08:00:00,008
103653853426,3410.57,2026-01-03 01:00:00,008
101352409975,4645.07,2026-01-09 06:00:00,014
103691485397,7315.91,2026-01-06 17:00:00,014
101517874979,2181.48,2026-01-09 22:00:00,014
103858570686,5472.31,2026-01-08 11:00:00,014
103576386731,644.25,2026-01-04 02:00:00,008
103726815243,153.91,2026-01-05 11:00:00,008
103869224644,5619.31,2026-01-01 16:00:00,008
102024168832,6409.82,2026-01-09 15:00:00,002
101429892119,2077.48,2026-01-01 23:00:00,008
101173897956,1667.12,2026-01-02 03:00:00,008
102025244921,5081.01,2026-01-07 17:00:00,008
103445981901,4545.39,2026-01-05 09:00:00,008
103977724427,7573.35,2026-01-07 18:00:00,014
102142142390,9001.17,2026-01-08 12:00:00,014
101389670364,4033.52,2026-01-03 14:00:00,008
102059359564,1605.97,2026-01-02 03:00:00,008
103534519229,6922.20,2026-01-02 16:00:00,014
101920408837,3043.96,2026-01-05 08:00:00,008
101187786814,2549.23,2026-01-06 04:00:00,002
102145407468,9657.88,2026-01-02 05:00:00,008
103910754518,9322.11,2026-01-05 01:00:00,008
103829810540,1278.76,2026-01-07 02:00:00,008
102526641187,5676.46,2026-01-04 08:00:00,008
101335895800,9745.92,2026-01-08 11:00:00,008
101136407436,5597.66,2026-01-06 14:00:00,014
101337465970,4966.56,2026-01-10 05:00:00,014
103018691990,9760.94,2026-01-03 18:00:00,014
101787924243,510.34,2026-01-06 10:00:00,014
103126157286,7787.87,2026-01-03 05:00:00,008
102587337324,9256.50,2026-01-07 07:00:00,014
101689387000,3850.39,2026-01-05 15:00:00,014
101072206953,816.40,2026-01-06 23:00:00,008
102834666908,3119.84,2026-01-08 13:00:00,014
101331078038,6074.26,2026-01-07 07:00:00,008
102449170209,8845.53,2026-01-05 05:00:00,002
102544478381,1139.74,2026-01-05 16:00:00,002
102586978986,9713.28,2026-01-10 03:00:00,008
101683929341,5754.80,2026-01-10 01:00:00,008
101741995657,5440.16,2026-01-08 06:00:00,008
102039973877,654.19,2026-01-10 07:00:00,014
101725167277,7294.84,2026-01-08 13:00:00,008
101439991626,6192.51,2026-01-02 12:00:00,014
101485840476,189.94,2026-01-02 23:00:00,002
101986354144,2281.07,2026-01-06 07:00:00,008
103000600658,439.53,2026-01-05 08:00:00,014
101149904944,4878.89,2026-01-04 08:00:00,014
103784667450,6927.88,2026-01-04 23:00:00,014
101578045913,5636.75,2026-01-07 07:00:00,002
101510491429,4675.35,2026-01-09 18:00:00,014
101578140564,6881.96,2026-01-03 03:00:00,014
102198212691,7016.89,2026-01-04 15:00:00,008
102987074847,7549.44,2026-01-09 17:00:00,008
101643626914,3397.13,2026-01-09 02:00:00,002
103586100237,7010.17,2026-01-05 12:00:00,002
101185757882,5567.25,2026-01-03 17:00:00,014
101063637871,580.61,2026-01-02 07:00:00,002
101607643191,3852.21,2026-01-06 17:00:00,002
103923311106,4968.96,2026-01-05 19:00:00,002
103847629569,3739.93,2026-01-03 21:00:00,002
101190700342,1668.17,2026-01-05 14:00:00,008
101757200831,818.02,2026-01-01 16:00:00,002
101912372214,1605.20,2026-01-05 12:00:00,008
102484064008,2691.34,2026-01-09 13:00:00,008
101820567931,6132.61,2026-01-06 02:00:00,014
101206496418,4489.52,2026-01-07 14:00:00,008
102832517944,6891.12,2026-01-08 23:00:00,002
102505958493,1034.18,2026-01-10 03:00:00,014
104268014787,369.58,2026-01-03 08:00:00,008
101392911732,8309.37,2026-01-03 06:00:00,008
101923379454,7968.54,2026-01-06 18:00:00,008
102764645104,1761.55,2026-01-06 06:00:00,008
102716193017,7422.69,2026-01-05 08:00:00,008
101100686017,1637.43,2026-01-08 00:00:00,014
103467475326,9089.70,2026-01-10 13:00:00,008
101651850453,1603.85,2026-01-09 22:00:00,002
102971564265,3690.91,2026-01-05 01:00:00,014
103162293866,316.97,2026-01-08 19:00:00,008
102284032335,2851.88,2026-01-05 17:00:00,014
104005492187,5234.32,2026-01-05 02:00:00,014
101260380247,6099.19,2026-01-02 06:00:00,002
101828005208,2323.79,2026-01-04 11:00:00,008
101608905088,7839.82,2026-01-04 14:00:00,008
103131862479,99.32,2026-01-05 02:00:00,008
101661010310,2396.85,2026-01-09 02:00:00,008
101536456870,6505.70,2026-01-03 10:00:00,002
102845817555,8986.36,2026-01-07 13:00:00,014
102436986528,7283.95,2026-01-03 01:00:00,014
101038424402,5073.87,2026-01-06 22:00:00,008
101132152679,9543.24,2026-01-02 09:00:00,014
101031367717,7999.67,2026-01-03 06:00:00,014
101672541311,9931.64,2026-01-01 16:00:00,014
102216484974,8161.36,2026-01-02 10:00:00,014
101089256203,5521.63,2026-01-06 10:00:00,008
101407777800,4025.49,2026-01-08 07:00:00,002
102729585550,4762.71,2026-01-05 21:00:00,008
101890798172,4790.24,2026-01-01 11:00:00,014
101503553746,3352.36,2026-01-06 17:00:00,014
103920178204,30.17,2026-01-04 12:00:00,002
102888265695,5134.73,2026-01-07 21:00:00,008
103610115941,6280.60,2026-01-01 11:00:00,014
101776948227,7571.67,2026-01-05 12:00:00,008
102018831254,5371.99,2026-01-02 12:00:00,008
101712397029,1628.27,2026-01-05 07:00:00,008
101148018028,4657.56,2026-01-04 09:00:00,008
101744529463,9361.85,2026-01-04 04:00:00,014
101745616487,1895.88,2026-01-03 16:00:00,014
101630062836,2771.61,2026-01-08 20:00:00,008
101808917093,1008.73,2026-01-05 10:00:00,008
102248163789,8708.46,2026-01-06 22:00:00,008
101352500909,2300.96,2026-01-02 15:00:00,002
101146328228,6242.97,2026-01-01 20:00:00,002
101054448620,1489.37,2026-01-08 21:00:00,002
103863282081,931.76,2026-01-03 19:00:00,014
103206414906,929.44,2026-01-09 17:00:00,008
103617558927,8743.75,2026-01-01 11:00:00,008
101182532442,9278.67,2026-01-06 02:00:00,014
102410387070,4504.36,2026-01-10 12:00:00,014
102085234628,9217.38,2026-01-08 12:00:00,014
102861794168,9633.60,2026-01-04 23:00:00,008
103168276718,4628.99,2026-01-09 22:00:00,002
102316051043,406.18,2026-01-04 04:00:00,008
101885069298,50.23,2026-01-10 11:00:00,014
102215161098,8688.17,2026-01-07 00:00:00,008
104232201005,5915.10,2026-01-05 03:00:00,008
101095715867,4507.22,2026-01-10 04:00:00,008
104066223383,343.50,2026-01-02 02:00:00,014
103683538880,5170.20,2026-01-07 13:00:00,014
103682087631,1102.72,2026-01-10 08:00:00,014
104040597318,2479.61,2026-01-08 00:00:00,008
102789844779,9650.42,2026-01-07 06:00:00,014
101744135637,9241.19,2026-01-06 10:00:00,014
101307122069,5152.75,2026-01-08 07:00:00,008
103287578739,8668.18,2026-01-08 19:00:00,008
102004965060,1292.50,2026-01-07 06:00:00,002
101952926600,258.15,2026-01-09 05:00:00,014
102619467898,4342.88,2026-01-08 06:00:00,008
102804304062,6376.33,2026-01-09 03:00:00,002
101495513147,2736.28,2026-01-08 20:00:00,008
101986989998,2819.66,2026-01-10 03:00:00,002
102962983551,278.99,2026-01-07 00:00:00,014
102046714176,7685.56,2026-01-03 00:00:00,008
103177057754,783.52,2026-01-08 18:00:00,002
101238898560,8575.71,2026-01-04 10:00:00,014
102821610721,8180.59,2026-01-03 02:00:00,008
101411507761,2392.14,2026-01-03 10:00:00,014
103192428633,1714.37,2026-01-07 17:00:00,002
102075892199,6632.32,2026-01-04 20:00:00,008
101566493427,3026.96,2026-01-10 11:00:00,014
104159282636,8541.85,2026-01-05 17:00:00,014
102855473381,5401.27,2026-01-04 02:00:00,014
101397859715,594.81,2026-01-04 19:00:00,002
101619149799,8653.36,2026-01-03 01:00:00,002
101215927026,4510.28,2026-01-02 05:00:00,014
101071667708,7815.09,2026-01-07 04:00:00,008
101507912801,9305.78,2026-01-05 15:00:00,008
101972493395,3213.94,2026-01-05 22:00:00,008
101557547274,871.65,2026-01-09 12:00:00,014
104188270624,8456.67,2026-01-08 13:00:00,014
103590322548,3089.64,2026-01-07 18:00:00,014
101191970940,7918.70,2026-01-09 10:00:00,014
101696347111,2986.79,2026-01-05 17:00:00,008
101853275639,9549.99,2026-01-05 01:00:00,002
104210217875,3058.62,2026-01-02 09:00:00,002
104029975082,660.76,2026-01-07 14:00:00,014
103774117134,6324.49,2026-01-05 17:00:00,002
104060814798,7228.49,2026-01-01 13:00:00,014
101853050582,8883.45,2026-01-07 07:00:00,008
103834276362,3992.27,2026-01-09 23:00:00,014
102514228286,9557.70,2026-01-06 21:00:00,014
101640791406,2026.68,2026-01-04 01:00:00,014
101506011766,5772.06,2026-01-02 07:00:00,008
101499779920,4118.41,2026-01-04 22:00:00,008
102122366049,9603.70,2026-01-03 21:00:00,008
101479883530,8674.15,2026-01-08 21:00:00,014
101298167441,2534.94,2026-01-09 21:00:00,002
101921632319,9156.53,2026-01-08 03:00:00,002
101991607582,2079.35,2026-01-02 00:00:00,014
101106681187,1437.14,2026-01-04 22:00:00,002
103281406753,6753.39,2026-01-08 09:00:00,002
102682006923,6579.06,2026-01-05 21:00:00,014
101088388814,7353.93,2026-01-08 15:00:00,014
103210346407,729.26,2026-01-09 12:00:00,008
103438325916,6831.94,2026-01-09 19:00:00,008
101733956393,9442.26,2026-01-10 13:00:00,014
102818859493,6391.52,2026-01-07 14:00:00,014
103566202833,333.22,2026-01-07 09:00:00,014
101300004906,276.31,2026-01-04 05:00:00,002
101662430071,4112.71,2026-01-02 21:00:00,008
101343224098,6659.62,2026-01-01 13:00:00,014
102838571968,9997.08,2026-01-05 04:00:00,008
102368348685,4600.42,2026-01-09 05:00:00,008
102966988700,9179.77,2026-01-03 05:00:00,002
103103458330,9940.71,2026-01-09 18:00:00,008
101986507923,5732.93,2026-01-07 02:00:00,008
101032967345,4091.69,2026-01-02 11:00:00,008
103801863454,6134.23,2026-01-04 19:00:00,008
102779131653,6495.12,2026-01-05 11:00:00,014
104100002845,2054.54,2026-01-02 18:00:00,014
101052210878,4384.89,2026-01-03 20:00:00,014
102586948877,6205.36,2026-01-04 19:00:00,008
103015990863,9712.73,2026-01-08 02:00:00,014
101583502814,1556.19,2026-01-07 08:00:00,008
101222512058,2924.80,2026-01-05 12:00:00,008
103367996867,5500.02,2026-01-07 04:00:00,002
103958185270,1168.70,2026-01-10 00:00:00,008
101432373186,1752.30,2026-01-05 06:00:00,014
101298686794,5182.34,2026-01-08 22:00:00,008
101094968180,831.85,2026-01-09 14:00:00,008
101940288794,486.40,2026-01-06 01:00:00,008
102053599560,8259.72,2026-01-04 19:00:00,014
103149973819,7568.83,2026-01-10 02:00:00,002
101721940763,868.25,2026-01-05 00:00:00,008
101334246654,9233.11,2026-01-05 06:00:00,008
101930968074,3772.07,2026-01-04 00:00:00,014
104091409745,3592.81,2026-01-03 01:00:00,008
101595195357,2567.98,2026-01-06 17:00:00,008
101331798382,1528.73,2026-01-06 05:00:00,002
101625429092,7667.17,2026-01-09 15:00:00,002
102151761244,3411.71,2026-01-05 19:00:00,002
103793969184,7378.45,2026-01-02 12:00:00,014
