transaction_id,terminal_rrn,amount,transaction_type,bank_code,transaction_time
101609893675,103980735892,6727.78,DEBIT,008,2026-01-10 05:00:00
102646729421,103669583892,4479.55,CREDIT,008,2026-01-07 09:00:00
103040127408,101751991127,7632.56,DEBIT,002,2026-01-02 21:00:00
102101130839,101085724733,6659.38,DEBIT,014,2026-01-07 08:00:00
103933461465,101790268301,243.43,DEBIT,002,2026-01-02 23:00:00
101696180125,101632443984,8428.61,DEBIT,008,2026-01-09 16:00:00
102944654738,101912592245,4591.52,DEBIT,002,2026-01-09 18:00:00
103784487672,101440478465,3702.66,CREDIT,002,2026-01-08 10:00:00
103591270397,101143668675,9733.06,CREDIT,008,2026-01-03 18:00:00
101110338158,103687365257,4502.78,CREDIT,008,2026-01-05 01:00:00
101310181137,103248216266,9471.40,CREDIT,008,2026-01-03 13:00:00
101059459686,103786950744,3565.02,CREDIT,008,2026-01-02 22:00:00
103081672050,102125569485,2155.08,DEBIT,008,2026-01-01 11:00:00
101088333474,102311171613,3270.85,CREDIT,008,2026-01-04 20:00:00
102402200431,101370550609,2367.22,DEBIT,008,2026-01-03 15:00:00
102457699257,101554104929,7200.42,CREDIT,008,2026-01-09 15:00:00
101030161980,104101508739,4420.24,DEBIT,008,2026-01-05 08:00:00
101003088060,103390303510,8446.59,DEBIT,002,2026-01-10 03:00:00
101056865291,103764397621,3770.73,CREDIT,014,2026-01-04 00:00:00
101706473786,103019718621,6488.93,DEBIT,008,2026-01-03 08:00:00
102602822059,101397386567,8179.62,CREDIT,008,2026-01-02 09:00:00
102832848496,101493423066,5368.11,CREDIT,014,2026-01-05 00:00:00
101495710416,103566532719,4601.32,CREDIT,014,2026-01-07 14:00:00
102154261396,101232626475,8966.88,DEBIT,014,2026-01-01 02:00:00
103971042500,103168666440,7463.62,CREDIT,002,2026-01-02 18:00:00
102749493927,101379661581,2530.63,DEBIT,014,2026-01-02 13:00:00
102051232041,102342081667,254.11,CREDIT,002,2026-01-04 03:00:00
102826996224,103611102668,5538.21,CREDIT,014,2026-01-08 23:00:00
101789821636,102029397230,1268.61,DEBIT,014,2026-01-02 03:00:00
101016281796,103444129646,7298.48,CREDIT,008,2026-01-05 13:00:00
101826172370,101325364254,2267.61,DEBIT,002,2026-01-04 14:00:00
103738553914,101789564304,9530.96,CREDIT,002,2026-01-03 00:00:00
102240377239,101477077872,6691.04,CREDIT,008,2026-01-04 04:00:00
101370786918,103888367564,7518.04,DEBIT,014,2026-01-05 04:00:00
102131729226,102396364512,6232.51,DEBIT,014,2026-01-08 06:00:00
101497076533,103021486727,6650.49,DEBIT,014,2026-01-09 03:00:00
103563414402,101633300520,1231.39,CREDIT,008,2026-01-06 20:00:00
103288795673,102089949324,4425.44,CREDIT,014,2026-01-07 10:00:00
101370636520,102124828412,862.94,DEBIT,008,2026-01-03 06:00:00
104024381969,101650132142,8186.15,CREDIT,008,2026-01-04 15:00:00
102924558189,101602958023,4533.64,CREDIT,002,2026-01-08 01:00:00
102662737987,101470701820,4336.84,DEBIT,008,2026-01-02 04:00:00
102498056197,101698649519,7116.55,DEBIT,002,2026-01-01 06:00:00
103978241202,101482681112,7691.01,DEBIT,014,2026-01-04 13:00:00
103406113930,102607440646,3593.82,DEBIT,002,2026-01-07 20:00:00
102803414566,101056859841,9753.48,DEBIT,008,2026-01-08 00:00:00
101344115960,103847802706,7788.18,CREDIT,002,2026-01-05 06:00:00
102902527249,101887610870,7421.25,DEBIT,008,2026-01-10 00:00:00
104025614528,101466372693,2194.91,CREDIT,014,2026-01-07 05:00:00
103136091653,101041542800,3865.38,DEBIT,014,2026-01-04 13:00:00
104011045824,101516535914,3890.29,DEBIT,008,2026-01-09 08:00:00
103552416946,101577212696,6411.48,CREDIT,008,2026-01-05 18:00:00
103719254478,101347101553,1292.66,DEBIT,008,2026-01-09 19:00:00
102122369371,102405092593,4936.31,DEBIT,014,2026-01-08 21:00:00
104192228999,101891726483,6093.18,DEBIT,008,2026-01-06 23:00:00
103620184339,102275995295,5590.46,DEBIT,008,2026-01-03 15:00:00
104032326459,101221425582,8636.89,DEBIT,002,2026-01-09 22:00:00
101990499757,102273220615,3835.21,DEBIT,014,2026-01-07 15:00:00
103524903840,101453430047,7888.65,DEBIT,014,2026-01-08 08:00:00
103670063733,101723173343,2118.47,CREDIT,002,2026-01-10 01:00:00
101355514296,101380466017,730.69,CREDIT,014,2026-01-04 18:00:00
102855475692,101542003782,1162.83,CREDIT,014,2026-01-08 02:00:00
103760795062,101397905006,3039.19,DEBIT,008,2026-01-08 12:00:00
102837682863,101704538742,8020.01,DEBIT,008,2026-01-07 20:00:00
102458834887,101191366944,7069.25,CREDIT,008,2026-01-07 23:00:00
101933033559,103939569840,5341.10,DEBIT,002,2026-01-09 04:00:00
102176456386,101408733221,8039.62,CREDIT,002,2026-01-04 11:00:00
104225852688,101171663546,7500.60,DEBIT,014,2026-01-07 12:00:00
103747844045,101783911527,8796.54,DEBIT,002,2026-01-03 04:00:00
103532471638,101265364401,7816.57,DEBIT,008,2026-01-09 17:00:00
102995109680,101130347162,1212.67,DEBIT,008,2026-01-02 17:00:00
101339127497,103857492323,8215.81,CREDIT,014,2026-01-09 06:00:00
101839303833,102625341747,1641.25,DEBIT,002,2026-01-09 02:00:00
101808668685,102585009575,4416.22,DEBIT,014,2026-01-03 15:00:00
101618719793,103992969870,401.60,CREDIT,008,2026-01-03 11:00:00
102116519809,102415755819,8093.66,CREDIT,008,2026-01-07 23:00:00
103079913497,103892088725,5092.09,CREDIT,002,2026-01-03 23:00:00
101367924299,101960095839,1688.94,DEBIT,002,2026-01-06 16:00:00
101759700749,103700562087,9854.22,CREDIT,008,2026-01-03 10:00:00
102407256210,101379388021,1996.12,CREDIT,008,2026-01-10 17:00:00
103360894590,101772307285,4156.67,CREDIT,014,2026-01-10 04:00:00
103061127727,101798214856,886.80,CREDIT,014,2026-01-06 18:00:00
103598996225,101660493995,3489.98,CREDIT,008,2026-01-02 20:00:00
101106266402,104153375368,1977.35,CREDIT,002,2026-01-10 02:00:00
103213689798,101119017811,5115.86,CREDIT,014,2026-01-05 15:00:00
101597289577,102519448790,2816.72,DEBIT,014,2026-01-06 12:00:00
103027995530,101168215584,2145.63,DEBIT,014,2026-01-07 17:00:00
104284383300,101910264571,6204.00,CREDIT,002,2026-01-02 09:00:00
103589505242,101276465213,7638.55,CREDIT,014,2026-01-08 17:00:00
102345908555,102047458529,4522.87,CREDIT,008,2026-01-02 21:00:00
103139268663,101912764552,9348.76,DEBIT,014,2026-01-10 16:00:00
103780500207,102024999432,9447.74,DEBIT,008,2026-01-08 02:00:00
102880066318,103291622838,1106.58,DEBIT,014,2026-01-09 12:00:00
101018993697,103374046791,4129.24,DEBIT,014,2026-01-04 05:00:00
103149017411,103289364111,8920.50,CREDIT,002,2026-01-02 21:00:00
102919815122,101729617773,6751.41,DEBIT,008,2026-01-01 23:00:00
102741669187,101313416433,5620.12,DEBIT,014,2026-01-08 18:00:00
102322465714,102075395608,9375.82,CREDIT,008,2026-01-03 19:00:00
103701039733,101165996690,3933.33,DEBIT,014,2026-01-09 05:00:00
101553586386,101888502110,4893.41,DEBIT,008,2026-01-06 14:00:00
101970976650,103355830304,2235.43,DEBIT,014,2026-01-03 07:00:00
103738084763,103812936689,7488.84,CREDIT,002,2026-01-08 06:00:00
101808551141,102585151823,9931.47,CREDIT,014,2026-01-07 10:00:00
103757009832,101775253506,1529.41,DEBIT,002,2026-01-06 13:00:00
102379144691,104067646015,6516.66,DEBIT,008,2026-01-08 01:00:00
102782416029,101824998434,7857.27,DEBIT,002,2026-01-08 11:00:00
103135394868,101261982110,1672.44,CREDIT,008,2026-01-07 22:00:00
101332130618,103792825488,8944.60,CREDIT,008,2026-01-07 05:00:00
101725530690,103672423912,967.87,CREDIT,008,2026-01-04 20:00:00
101045152756,103417305419,6226.71,CREDIT,008,2026-01-06 00:00:00
101126315843,102657205668,7807.35,DEBIT,008,2026-01-05 06:00:00
103628477616,101698099994,8107.66,CREDIT,008,2026-01-04 14:00:00
101484170515,103976322745,355.91,DEBIT,014,2026-01-08 22:00:00
101994567218,103399344536,556.76,DEBIT,008,2026-01-03 22:00:00
101076663900,102662517858,2159.15,CREDIT,008,2026-01-02 14:00:00
101354918207,101011347635,8608.58,CREDIT,008,2026-01-01 18:00:00
102730711117,101394171367,275.45,DEBIT,008,2026-01-06 21:00:00
103171671987,101917427187,749.47,CREDIT,008,2026-01-08 21:00:00
103894106337,101912440838,6292.52,CREDIT,008,2026-01-05 09:00:00
103176719716,103979848424,2541.39,CREDIT,008,2026-01-05 06:00:00
101613980157,101277800425,4732.72,CREDIT,008,2026-01-05 16:00:00
102531206484,101631529100,8896.96,DEBIT,008,2026-01-09 03:00:00
101687151487,101646801846,5475.74,CREDIT,014,2026-01-06 08:00:00
103924644964,101879803011,4034.59,CREDIT,008,2026-01-09 15:00:00
103832993379,101363647945,1363.48,CREDIT,002,2026-01-03 06:00:00
101107867215,104156025317,14.48,CREDIT,014,2026-01-03 08:00:00
103094620436,101236151486,281.42,CREDIT,008,2026-01-09 08:00:00
101545947798,102919190332,2441.16,CREDIT,008,2026-01-06 10:00:00
104226149370,101171961936,8077.31,CREDIT,002,2026-01-03 14:00:00
101168049212,104142170084,2361.53,CREDIT,014,2026-01-04 20:00:00
101552223172,102908687982,1859.96,DEBIT,008,2026-01-09 06:00:00
103590829176,101668840402,3830.21,DEBIT,002,2026-01-05 14:00:00
101852920241,104153901398,6168.58,CREDIT,014,2026-01-08 07:00:00
104278561218,101304480368,9734.66,CREDIT,002,2026-01-03 01:00:00
103036997397,101227669376,372.81,CREDIT,008,2026-01-09 20:00:00
102827379556,101981299034,1256.28,CREDIT,008,2026-01-02 07:00:00
103216603701,101643803858,285.58,DEBIT,002,2026-01-02 09:00:00
102220538805,101498887506,9274.38,DEBIT,008,2026-01-07 07:00:00
101164522724,103132428604,5543.31,DEBIT,008,2026-01-02 18:00:00
102978717090,102023003421,7528.38,CREDIT,002,2026-01-09 15:00:00
103507425263,101771707770,6917.91,DEBIT,014,2026-01-03 03:00:00
103396231500,101001678054,4719.34,DEBIT,014,2026-01-04 08:00:00
104071839707,101800767292,2015.89,DEBIT,002,2026-01-06 11:00:00
101898400809,103294005123,160.78,DEBIT,008,2026-01-07 09:00:00
101910423072,102147793802,3802.01,CREDIT,008,2026-01-06 02:00:00
103697794544,101693634405,1796.86,DEBIT,002,2026-01-09 07:00:00
102635962202,101132711268,2444.15,DEBIT,008,2026-01-09 02:00:00
101172311188,102365522987,6942.21,CREDIT,002,2026-01-06 20:00:00
101747568521,103851547958,3243.08,DEBIT,014,2026-01-01 15:00:00
103141280254,101914906945,5418.93,DEBIT,014,2026-01-04 07:00:00
103740967838,101193046905,1337.18,CREDIT,008,2026-01-10 09:00:00
103816146676,101719790866,7396.34,CREDIT,002,2026-01-03 12:00:00
102597454114,101795687560,1012.29,CREDIT,014,2026-01-06 02:00:00
102549614647,102241900061,484.46,DEBIT,008,2026-01-05 05:00:00
101569520775,103333603102,7312.64,DEBIT,008,2026-01-04 05:00:00
101818872611,101373873481,2111.21,DEBIT,008,2026-01-05 15:00:00
101628140960,104176323911,1186.66,CREDIT,014,2026-01-04 11:00:00
101636035155,101515497375,8223.96,CREDIT,014,2026-01-06 19:00:00
102196644935,101932796397,88.22,CREDIT,002,2026-01-05 22:00:00
101629441400,102533357728,9126.32,CREDIT,002,2026-01-04 06:00:00
101169690496,104224139306,4760.20,CREDIT,008,2026-01-01 19:00:00
102755861166,101483788859,4461.51,DEBIT,014,2026-01-09 11:00:00
102346376278,102046876156,402.46,CREDIT,008,2026-01-07 01:00:00
101657899776,103995716031,8237.40,CREDIT,014,2026-01-06 18:00:00
101347827937,103848366923,1676.07,CREDIT,008,2026-01-04 01:00:00
103024481064,102312078658,9660.56,CREDIT,014,2026-01-07 18:00:00
102668071198,101860013236,9131.49,DEBIT,008,2026-01-04 07:00:00
102418785786,103408361058,8461.08,CREDIT,008,2026-01-02 17:00:00
103413574231,101984418301,5806.25,CREDIT,008,2026-01-02 18:00:00
101322079174,103609953057,5452.85,DEBIT,014,2026-01-06 01:00:00
101961668282,103976887901,4067.28,DEBIT,014,2026-01-02 16:00:00
102629569849,101835403411,1769.69,DEBIT,008,2026-01-01 18:00:00
103849139297,101347550155,4997.33,CREDIT,008,2026-01-08 09:00:00
101447607767,103845375503,271.18,DEBIT,008,2026-01-05 12:00:00
102568997622,101757794140,2733.60,DEBIT,008,2026-01-05 12:00:00
102178700162,101406487909,3501.61,CREDIT,008,2026-01-05 07:00:00
102908242499,101552041961,8743.54,CREDIT,002,2026-01-03 00:00:00
101908760011,102949399340,7969.29,CREDIT,014,2026-01-01 07:00:00
101517030622,102913614086,5384.16,DEBIT,014,2026-01-08 05:00:00
102751346070,102812972123,5797.46,CREDIT,002,2026-01-02 14:00:00
104162905194,101167436736,7639.96,DEBIT,008,2026-01-09 09:00:00
101474030152,102242375855,8497.36,CREDIT,002,2026-01-07 23:00:00
103599165131,101846801502,3423.61,DEBIT,008,2026-01-09 10:00:00
102459358286,101665978852,8073.79,CREDIT,002,2026-01-04 00:00:00
102853754851,101539494473,2706.35,DEBIT,008,2026-01-08 15:00:00
101595855984,103338142871,8709.99,CREDIT,008,2026-01-08 14:00:00
102107694281,103308637788,4190.00,CREDIT,008,2026-01-02 06:00:00
103723250330,103484740784,3876.04,CREDIT,002,2026-01-03 20:00:00
103062320360,102332893826,3348.89,CREDIT,014,2026-01-07 02:00:00
103630465904,101117102926,8618.98,DEBIT,008,2026-01-10 01:00:00
101573400769,101614962347,2803.75,DEBIT,014,2026-01-04 08:00:00
102697064505,101776220294,4405.20,DEBIT,008,2026-01-06 19:00:00
101539993193,103912281302,4901.61,CREDIT,002,2026-01-09 09:00:00
101062244296,103465185890,3534.13,DEBIT,002,2026-01-06 16:00:00
103644358250,101679696678,4846.09,CREDIT,014,2026-01-09 22:00:00
102767653055,101429015829,3327.17,CREDIT,008,2026-01-04 22:00:00
104075793391,101533463645,7062.27,CREDIT,008,2026-01-08 21:00:00
102706256887,101351890525,5143.51,DEBIT,008,2026-01-04 14:00:00
101623332495,102380382013,9844.77,DEBIT,008,2026-01-07 07:00:00
103812615281,101317055451,6069.65,CREDIT,002,2026-01-08 07:00:00
103011016697,101010199713,3098.17,CREDIT,014,2026-01-01 23:00:00
101716688039,103681406733,8839.60,DEBIT,014,2026-01-05 15:00:00
104252779883,101878923220,9477.09,DEBIT,008,2026-01-10 15:00:00
102941744189,101586327959,6843.08,DEBIT,008,2026-01-01 20:00:00
102259622881,101479623135,3993.75,DEBIT,014,2026-01-07 09:00:00
102306261854,104222761847,2361.77,CREDIT,014,2026-01-02 20:00:00
101083523188,102635900563,3823.00,DEBIT,008,2026-01-03 08:00:00
103653853426,101672359768,3410.57,DEBIT,008,2026-01-03 01:00:00
101352409975,102363984272,4645.07,DEBIT,014,2026-01-09 06:00:00
103691485397,101769498495,7315.91,CREDIT,014,2026-01-06 17:00:00
101517874979,102789947318,2181.48,DEBIT,014,2026-01-09 22:00:00
103858570686,101851265534,5472.31,DEBIT,014,2026-01-08 11:00:00
103576386731,101619794689,644.25,CREDIT,008,2026-01-04 02:00:00
103726815243,102711566279,153.91,DEBIT,008,2026-01-05 11:00:00
103869224644,101390441838,5619.31,DEBIT,008,2026-01-01 16:00:00
102024168832,101684265996,6409.82,CREDIT,002,2026-01-09 15:00:00
101429892119,103987701378,2077.48,CREDIT,008,2026-01-01 23:00:00
101173897956,101470162126,1667.12,CREDIT,008,2026-01-02 03:00:00
102025244921,103419255585,5081.01,CREDIT,008,2026-01-07 17:00:00
103445981901,101019184999,4545.39,CREDIT,008,2026-01-05 09:00:00
103977724427,101604523188,7573.35,CREDIT,014,2026-01-07 18:00:00
102142142390,102389998108,9001.17,CREDIT,014,2026-01-08 12:00:00
101389670364,103873693814,4033.52,DEBIT,008,2026-01-03 14:00:00
102059359564,103013631475,1605.97,CREDIT,008,2026-01-02 03:00:00
103534519229,101263184730,6922.20,DEBIT,014,2026-01-02 16:00:00
101920408837,101231381705,3043.96,DEBIT,008,2026-01-05 08:00:00
101187786814,103257822849,2549.23,DEBIT,002,2026-01-06 04:00:00
102145407468,103070187859,9657.88,CREDIT,008,2026-01-02 05:00:00
103910754518,101415458684,9322.11,DEBIT,008,2026-01-05 01:00:00
103829810540,101050776309,1278.76,CREDIT,008,2026-01-07 02:00:00
102526641187,101732475273,5676.46,CREDIT,008,2026-01-04 08:00:00
101335895800,103856619858,9745.92,DEBIT,008,2026-01-08 11:00:00
101136407436,104194004006,5597.66,DEBIT,014,2026-01-06 14:00:00
101337465970,103596536981,4966.56,CREDIT,014,2026-01-10 05:00:00
103018691990,101705381745,9760.94,DEBIT,014,2026-01-03 18:00:00
101787924243,104084686836,510.34,DEBIT,014,2026-01-06 10:00:00
103126157286,101267685964,7787.87,CREDIT,008,2026-01-03 05:00:00
102587337324,101064057995,9256.50,DEBIT,014,2026-01-07 07:00:00
101689387000,104250349343,3850.39,DEBIT,014,2026-01-05 15:00:00
101072206953,104120367043,816.40,CREDIT,008,2026-01-06 23:00:00
102834666908,101274761481,3119.84,DEBIT,014,2026-01-08 13:00:00
101331078038,101820716634,6074.26,DEBIT,008,2026-01-07 07:00:00
102449170209,101695094708,8845.53,DEBIT,002,2026-01-05 05:00:00
102544478381,101718856967,1139.74,CREDIT,002,2026-01-05 16:00:00
102586978986,101810378496,9713.28,DEBIT,008,2026-01-10 03:00:00
101683929341,103133203139,5754.80,DEBIT,008,2026-01-10 01:00:00
101741995657,103876730589,5440.16,CREDIT,008,2026-01-08 06:00:00
102039973877,102286781023,654.19,DEBIT,014,2026-01-10 07:00:00
101725167277,103794150418,7294.84,CREDIT,008,2026-01-08 13:00:00
101439991626,103103207160,6192.51,CREDIT,014,2026-01-02 12:00:00
101485840476,102840208886,189.94,CREDIT,002,2026-01-02 23:00:00
101986354144,102277465674,2281.07,DEBIT,008,2026-01-06 07:00:00
103000600658,101725571765,439.53,DEBIT,014,2026-01-05 08:00:00
101149904944,104181023642,4878.89,DEBIT,014,2026-01-04 08:00:00
103784667450,101213309576,6927.88,DEBIT,014,2026-01-04 23:00:00
101578045913,101084138561,5636.75,CREDIT,002,2026-01-07 07:00:00
